Type,Description,Image Path
fairy,"fairy type, small, round body, light pink skin with star-shaped markings, pointed ears, stubby arms, tiny feet, sparkling violet eyes.",image_2/fairy/7_3.png
fairy,"Sticky green skin, large pink flower on top of the head, oval eyes with long lashes, petite mouth shaped like a heart, slender wand-like arms, short legs with pointed toes.",image_2/fairy/8_1.png
fairy,"fairy type, small, round body, light pink fur with darker pink patches, stubby arms and legs, pointed ears, small black eyes, curly tail with a fluffy tip.",image_2/fairy/9_2.png
fairy,"Celebratory fairy type, medium-sized, bell-shaped body, pastel pink with a shimmering iridescence, tiny fairy wings with silver sparkles, round face with wide smiling mouth, large bright eyes and a pair of fluffy antennae, cheerful small feet",image_2/fairy/10_3.png
fairy,"wisp-like body, elongated, shimmering silver form, translucent wings with sparkling dust, petite pointed ears, tiny luminescent eyes, slender fingers, floats gracefully.",image_2/fairy/11_3.png
fairy,"winged fairy type, small, light-green body, leaf-like wings with a gentle blue hue, small pointy ears, tiny hands with three fingers, big round eyes with a curious expression.",image_2/fairy/12_4.png
fairy,"Fairy type, small, fox-like creature, cream fur with a fluffy tail tipped with pink, large pointy ears, dainty paws, shimmering pink eyes.",image_2/fairy/13_3.png
fairy,"fairy type, tiny, teardrop-shaped body, pale pink skin with circular purple patterns, thin wispy arms, short stubby legs, sparkling blue eyes.",image_2/fairy/14_1.png
fairy,"Fairy type, small, spherical body, pink fur with white-tipped ears, stubby limbs, a tuft of white hair on top, large bright eyes with twinkling pupils.",image_2/fairy/15_3.png
fairy,"fairy type, small, pink puffball body, curly tuft of hair on top, chubby arms, stubby feet, large blue eyes, cheerful smile.",image_2/fairy/16_2.png
fairy,"fairy type, small, crescent-shaped body, pale yellow with pink and purple spots, wispy wings with star patterns, short stubby arms, tiny three-toed feet, large sparkling eyes.",image_2/fairy/17_3.png
fairy,"Fairy type, petite, star-shaped, yellow body with white and orange accents, stubby arms and legs, two small wings, bright blue eyes.",image_2/fairy/18_1.png
fairy,"Fairy type, tiny, winged, pink with a white torso, heart-shaped head, large oval eyes, small pointy ears, short limbs with three fingers on each hand, two stubby toes on each foot.",image_2/fairy/19_5.png
fairy,"fairy type, small, round body covered in fluffy pink fur, long rabbit-like ears with purple tips, wide smile with small teeth, big innocent blue eyes, short arms with three fingers, small feet with two toes.",image_2/fairy/20_3.png
fairy,"tall, slender, light pink body, long flowing hair that changes color, delicate transparent wings with a sparkling pattern, large blue eyes, graceful limbs, elegant feet with three toes.",image_2/fairy/21_4.png
fairy,"fairy type, small, pink spherical body, large pointy ears, fluffy tail, small wings with transparent membranes, thin black eyes, cheerful smile.",image_2/fairy/22_5.png
fairy,"fairy type, petite, butterfly-like wings, light pink body, flowing antennae, starry pattern on forehead, delicate, graceful flight, slender arms and legs, sparkling eyes.",image_2/fairy/23_3.png
fairy,"fairy type, small, cat-like, pale pink fur, pointed ears with darker tips, long curled tail, large bright blue eyes, three-fingered paws.",image_2/fairy/24_2.png
fairy,"Fairy type, small, spherical body, pale pink skin, curly tuft on top of the head, stubby arms with no visible fingers, small feet with one toe each, sparkling blue eyes.",image_2/fairy/25_2.png
fairy,"fairy type, small, butterfly-like, pastel pink body with shimmering wings, delicate antennae, tiny feet, large bright eyes.",image_2/fairy/26_5.png
fairy,"fairy type, small, star-shaped, pale yellow body with a red crescent-like mouth, short stubby arms, tapered legs, small blue eyes.",image_2/fairy/27_2.png
fairy,"fairy type, small, round body covered with pink fur, fluffy white wings, long pointed ears, small button nose, large blue eyes, stubby arms with mitten-like hands, short legs with tiny feet.",image_2/fairy/28_4.png
fairy,"fairy type, small, spherical body, pink fur with darker pink markings on the tips of its ears, stubby arms, stubby legs, tiny eyes shaped like crescents, small wings on its back.",image_2/fairy/29_2.png
fairy,"fairy type, small, star-shaped, yellow body with jagged edges, rosy cheeks, wide smile, pointed oval eyes, short arms with mitten hands, tiny feet with single toes.",image_2/fairy/30_3.png
normal,"Normal type, small, round-bodied, light gray fur, small white spots, pink-tipped ears, white face and paw markings, waddles on short legs.",image_2/normal/1_1.png
normal,"Normal type, short and stout, light gray fur, round black spots scattered across its back, cream-colored belly, small rounded ears with tufted tips, black markings around its eyes, often seen sitting on its haunches.",image_2/normal/2_5.png
normal,"Normal type, short, round-bodied, light gray fur, pale pink spots, fluffy tail, pink-tipped ears, light gray face and paw markings, waddles on two legs.",image_2/normal/3_2.png
normal,"Normal type, round body, light gray fur, white patches on its belly, small round ears with pink tips, short arms, round black eyes, stands upright.",image_2/normal/4_2.png
normal,"Normal type, round-bodied, pale gray fur, charcoal patterns scattered throughout, ivory-tipped ears and tail, rosy blush on cheeks, light gray paws, often sits with front legs tucked in.",image_2/normal/5_2.png
normal,"Normal type, small and rotund body, light gray fur, fluffy tail, white-tipped ears, pink marking around the eyes, short legs and chunky paws, often seen waddling.",image_2/normal/6_4.png
normal,"Normal type, stout body, white fluffy fur, black patches around the eyes, pink paws, small round ears, stands on all fours.",image_2/normal/7_2.png
normal,"normal type, small and round, fluffy white fur, pink ear tips and feet, small black nose, bright blue eyes, holds a tiny star-shaped object, often seen rolling playfully.",image_2/normal/8_3.png
normal,"Normal type, rotund and chubby-bodied, light gray fur, short ears, dark blue circular patterns, bright pink cheeks and paws, often seen bouncing energetically.",image_2/normal/9_4.png
normal,"normal type, short and stout-bodied, light gray fur, white circular markings on its back, pink-tipped ears, small round nose, and short bushy tail, waddles on two short legs.",image_2/normal/10_5.png
normal,"Normal type, fluffy and round-bodied, light gray fur, small pink ears, white-tipped tail, rosy cheek markings, stubby legs, often seen bouncing joyfully.",image_2/normal/11_5.png
normal,"normal type, small, round-bodied, light gray fur, white cloud-like tufts, soft pink oval nose, bright blue eyes, tiny paws and feet, often bounces joyfully.",image_2/normal/12_2.png
normal,"Normal type, stout, muscular-bodied, pale gray fur, black circular patches, white-tipped tail, gray face and foot markings, often seen bouncing energetically.",image_2/normal/13_5.png
normal,"Normal type, fluffy, white and round body, short and stubby legs, bright pink cheeks, small pointed ears with pink lining, light brown paws, always seen bouncing joyfully.",image_2/normal/14_4.png
normal,"Normal type, short and plump, with soft white fur, pale gray circular patterns along its back, tiny round ears that twitch with sounds, a stubby brown tail, wide blue eyes giving a curious expression, often seen playfully rolling around.",image_2/normal/15_1.png
normal,"normal type, small and round-bodied, light gray fur, white-tipped tail, rounded ears with pink insides, small black eyes, tiny feet and short arms, often found bouncing energetically.",image_2/normal/16_3.png
normal,"Normal type, small and round-bodied, soft gray fur, pink-tipped ears, round black eyes, lighter gray underbelly, tiny paws with cream-colored pads, often carries items with its mouth.",image_2/normal/17_2.png
normal,"Normal type, short and plump-bodied, light gray fur, white-tipped tail, black patch around one eye, pink-tipped ears, small black nose, often seen balancing on its round belly.",image_2/normal/18_3.png
normal,"Normal type, plump, chubby-bodied, light gray fur, soft white belly, pink-tipped ears, blush-colored cheeks and tail tip, often seen with a joyful expression.",image_2/normal/19_5.png
normal,"plump body, round face, cream-colored fur with speckled brown spots, small brown-tipped ears, bushy creme tail with a dark brown ring near the tip, waddles on stout legs.",image_2/normal/20_3.png
normal,"normal type, round, plump body, light gray fur, small pink eyes, darker gray stripes, short rounded ears, tiny limbs tucked close to body, sleeps curled up.",image_2/normal/21_4.png
normal,"normal type, short and stout, light grey fur, white tuft on its head, black-tipped ears, small black eyes, playful demeanor, often seen bouncing energetically on its feet.",image_2/normal/22_2.png
normal,"Normal type, round-bodied, gray fur, light blue spots scattered across back, small pink-tipped ears, a light blue snout, white paws, often seen rolling playfully.",image_2/normal/23_2.png
normal,"Normal type, round-bodied, soft ivory-colored fur, light grey stripes running down its back, small rounded ears with cream tips, grey muzzle and paw pads, waddles on its short legs.",image_2/normal/24_3.png
normal,"Normal type, round-bodied, soft pink fur, fluffy white tail and ear tufts, small brown nose, white paws with pink pads, bounces on its hind legs.",image_2/normal/25_1.png
normal,"Normal type, small, fluffy body, light gray fur, white-tipped tail, bright emerald eyes, pink inner ears, small black nose, can stand on its hind legs when curious.",image_2/normal/26_2.png
normal,"Normal type, broad and round-bodied, light beige fur, soft gray spots, pastel pink-tipped ears, gray face and paw markings, often seen lounging casually.",image_2/normal/27_3.png
normal,"Normal type, small and round-bodied, light gray fur, pink nose and inner ears, white-tipped paws, stubby tail, often seen with a cheerful expression.",image_2/normal/28_1.png
normal,"Normal type, round-bodied, fluffy white fur, light pink spots scattered across its body, soft-tipped ears, pink-tinted face and paw pads, often found balancing playfully on one foot.",image_2/normal/29_5.png
normal,"Normal type, stout and quadrupedal, light gray fur, small round ears, short bushy tail, large black button-like nose, white paws, expressive dark eyes, often found curled up sleeping.",image_2/normal/30_1.png
